title,url,company,location,salary,posted,snippets
Now Hiring Assistant Front Office Manager,https://www.indeed.com/company/The-Charleston-Place/jobs/Assistant-Front-Office-Manager-914a2651fdec9666?fccid=26d54ddd1ce0fe72&vjs=3,Charleston Place Acquisition LLC,"Charleston, SC 29401","$60,000 - $62,000 a year","Employer
Active 3 days ago","Approve breaks, leaving times, etc. / Assistant Front Office Manager position is responsible for supervising all Front Office staff while providing efficient,…"
CDL A Team Drivers - 81 CPM Split - Avg 3-4k mi / wk,https://www.indeed.com/company/DB-SCHENKER/jobs/Truck-Driver-bbebad46a33784fb?fccid=d7d5bcd2d5dfeb0f&vjs=3,DB Schenker,"Charleston, SC",$0.81 per mile,"Employer
Active 2 days ago","Paid Orientation and time off. / DB Schenker, a Certified Top Pay Carrier, is hiring CDL-A truck driving teams interested in INCREASED RATES of *$0.81* CPM…"
Human Resources Representative,https://www.indeed.com/company/Oak-Harbor-Healthcare/jobs/Human-Resources-Representative-ddb05e0142cef626?fccid=f6305199a2251e28&vjs=3,Oak Harbor Healthcare,"Mount Pleasant, SC 29464","$50,000 - $62,000 a year",2 days ago,"Adheres to and assures compliance with Code of Conduct, facility policies and procedures and all applicable rules, regulations and standards as promulgated by…"
Barback,https://www.indeed.com/rc/clk?jk=04e33fb574d2371d&fccid=dd616958bd9ddc12&vjs=3,Islander 71,"Isle of Palms, SC 29451",$25 - $50 an hour,4 days ago,NOW HIRING FULL TIME & PART TIME. / Our barbacks assist bartenders in ensuring they have everything they need to serve customers efficiently.
Hydraulic Project Engineer,https://www.indeed.com/rc/clk?jk=b300c8bf72dbaaf7&fccid=827f7af01a31028e&vjs=3,HNTB Corporation,"Charleston, SC 29409","",23 days ago,"Full/Part Time: Full time. / Prepares high quality deliverables that are on time, and within budget and scope. / Primary duties will include assisting the Carolinas…"
Social Media Content Creator + Editor,https://www.indeed.com/company/East-West-Gem-Co/jobs/Content-Writer-e62546fc863b5bb8?fccid=f1feed9578b2edaa&vjs=3,East West Gem Co,"Charleston, SC 29401","$55,000 a year","Employer
Active 16 days ago","This role is flexible and can be part-time, full-time, or contracted but candidates must be based in Charleston, SC. / Fluent in TikTok and Instagram reels."
Property Manager,https://www.indeed.com/company/Trion-Properties/jobs/Property-Manager-7761c2582573325e?fccid=cdf687f2b7c08749&vjs=3,Trion Properties,"Charleston, SC 29407","$65,000 - $70,000 a year",2 days ago,"This position is full time. / The Property Manager is responsible for oversight of all aspects of management and all related functions such as, leasing, customer…"
Mid-Level Structural / Bridge Engineer,https://www.indeed.com/rc/clk?jk=7672d02ef61e7103&fccid=8eef3307a51140f7&vjs=3,AMT Engineering,"Hybrid remote in Charleston, SC","",17 days ago,"A. Morton Thomas and Associates, Inc. (AMT) is seeking a Bridge Engineer with 6+ years of relevant experience in analysis and design of new and rehabilitation…"
title,url,company,location,salary,posted,snippets
Customer Service Technician,https://www.indeed.com/rc/clk?jk=b6425316e2c12009&fccid=c240226b908f2b7f&vjs=3,City of Raleigh,"Hybrid remote in Raleigh, NC","$41,117 - $60,031 a year",3 days ago,Customer care contact center and quality assurance. / Position may be able to work a hybrid remote schedule after 6-month probationary period and successful…
Finance Rotational Program - LIFT (Full Time) United States,https://www.indeed.com/rc/clk?jk=61199cb5b3071eff&fccid=dfc44f3b8c44a6db&vjs=3,Cisco Systems,"Research Triangle Park, NC","",30+ days ago,"When available, the salary range posted for this position reflects the projected hiring range for new hire, full-time salaries in U.S. locations, not including…"
Processing Assistant,https://www.indeed.com/rc/clk?jk=1f993e0759791e19&fccid=3a754e8b0dc94470&vjs=3,North Carolina Dept of Insurance,"Wake County, NC","$36,682 - $64,194 a year",10 days ago,To promote a stable insurance market through unbiased regulation and to protect the lives and property of every citizen in all 100 counties while fostering…
ON-AIR TALENT (FULL TIME),https://www.indeed.com/rc/clk?jk=66a9df3d5128863f&fccid=2223658e645f4528&vjs=3,Radio One,"Raleigh, NC","",30+ days ago,To ensure that appropriate continuity is maintained at all times while on the air. / To appropriately re-enforce the radio station brand and program at all times.
Marketing Specialist (Full Time) United States,https://www.indeed.com/rc/clk?jk=35aa8a22c68304ed&fccid=dfc44f3b8c44a6db&vjs=3,Cisco Systems,"Research Triangle Park, NC","",30+ days ago,"When available, the salary range posted for this position reflects the projected hiring range for new hire, full-time salaries in U.S. locations, not including…"
Re-entry Employment Engagement Specialist,https://www.indeed.com/rc/clk?jk=b4fc80a0a55c9a28&fccid=d4911fccc4b24c27&vjs=3,City of Durham,"Durham, NC","$54,017 - $83,147 a year",30+ days ago,The Employment Engagement Specialist will serve as the main point of contact for participants on employment related issues.
Contact Center Agent I,https://www.indeed.com/rc/clk?jk=7d1448b875ee679a&fccid=facccd718e7d1bd7&vjs=3,North Carolina Dept of Revenue,"Wake County, NC","$36,682 - $64,194 a year",7 days ago,"Maintain rational behavior at all times, and demonstrate courteous, professional and efficient behavior while dealing with controversial matters and irate…"
Sr. Employee Relations Consultant,https://www.indeed.com/rc/clk?jk=5510663578b36720&fccid=662e23242ca7a7c3&vjs=3,North Carolina State University,"Raleigh, NC","$72,000 - $85,000 a year",3 days ago,"The Sr. Employee Relations Consultant position will have programmatic and project responsibilities that may include performance management, engagement building,…"
Deposit and Return Check Specialist,https://www.indeed.com/rc/clk?jk=96f208b34350b08c&fccid=facccd718e7d1bd7&vjs=3,North Carolina Dept of Revenue,"Wake County, NC","$36,682 - $64,194 a year","Posted
Today",The submissions processed annually by SPD account for well over 90% of total revenues collected and more than 11 million tax returns processed by the Agency.
"Meter Technician (Raleigh, NC)",https://www.indeed.com/rc/clk?jk=262d662a7686a3f6&fccid=291a3275aa8c9387&vjs=3,Conservice,"Raleigh, NC 27560",$24 - $26 an hour,11 days ago,"Independently manage time and workload to meet deadlines. / We offer a full range of benefits for full time employees including medical, dental and life insurance…"
Housing Consultant,https://www.indeed.com/company/FUSE-Corps/jobs/Housing-Consultant-da19963b34d459ca?fccid=fbd71c0afbba32bb&vjs=3,FUSE Corps,"Durham, NC","$80,000 a year",30+ days ago,Executive Fellows are hired as FUSE employees and embedded in government agencies for at least one year of full-time work.
"IT Data Analyst (Full-Time Remote, North Carolina Based)",https://www.indeed.com/rc/clk?jk=6d04ffbe072ac395&fccid=eb209a7ceaf8cd57&vjs=3,Alliance Health,"Remote in Morrisville, NC 27560","$71,812 - $123,622 a year",9 days ago,"This position is full-time remote. / Paid time off including vacation, sick leave, holiday, management leave. / Selected candidate must reside in North Carolina and…"
Administrative & Engagement Coordinator,https://www.indeed.com/rc/clk?jk=53893ba00a0ebaa5&fccid=d4911fccc4b24c27&vjs=3,City of Durham,"Durham, NC 27701 
(Cleveland-Holloway area)","$54,017 - $83,147 a year",10 days ago,Frequent evenings and weekends required. / You are personable and have great communication skills. / You are a conscientious communicator and understand your…
Emergency Telecommunicator,https://www.indeed.com/rc/clk?jk=fa3932df2c4ce70b&fccid=c240226b908f2b7f&vjs=3,City of Raleigh,"Raleigh, NC 27601 
(Central area)","$44,358 - $71,716 a year",18 days ago,Sedentary work involves sitting most of the time. / This class is the second level in a six-level Emergency Communications Series devoted to emergency 911 police…
DETENTION OFFICER,https://www.indeed.com/rc/clk?jk=1f3304549a33e2e5&fccid=a8c3e2c2241a0216&vjs=3,Durham County,"Durham, NC 27701","$52,504 - $85,207 a year",30+ days ago,Ability to stand or sit for long periods of time. / Upon successful completion of the Detention Officer Certification Course (DOCC) and meeting defined…
title,url,company,location,salary,posted,snippets
Strategic Advisor,https://www.indeed.com/rc/clk?jk=1b2b9d0198adc3eb&fccid=0d296ae5ad0e21ee&vjs=3,Blue Cross and Blue Shield of North Carolina,"Hybrid remote in Durham, NC","",9 days ago,"Strong organizational, time management, presentation, and customer service skills. / As a Strategic Advisor, you will support efforts to provide detailed…"
Project Manager Operations,https://www.indeed.com/rc/clk?jk=cf112792c1db44a8&fccid=91933f49d6dc8b78&vjs=3,UNC Health,"Hybrid remote in Morrisville, NC 27560",$40 an hour,8 days ago,"Develop full-scale project plans, financial plans, quality audit follow ups, and associated communications documents."
Customer Success Manager,https://www.indeed.com/company/PlayMetrics/jobs/Customer-Success-Manager-51bfe158d8a6b0ae?fccid=446505265dc283aa&vjs=3,PlayMetrics,"Hybrid remote in Morrisville, NC","",8 days ago, The Customer Success Manager is responsible for enabling customers to implement and use the PlayMetrics software platform.
Communications Administrator,https://www.indeed.com/rc/clk?jk=4e4df408f0abe45e&fccid=c240226b908f2b7f&vjs=3,City of Raleigh,"Raleigh, NC 27601 
(Central area)","$61,537 - $113,844 a year",2 days ago,"The Communications Department is a dynamic and creative team that serves as a full-service PR, marketing and communications agency within the government…"
CAA - UNC Rex Hospital - Full Time,https://www.indeed.com/rc/clk?jk=5e1add282909e31b&fccid=bad843a786605e95&vjs=3,North American Partners in Anesthesia,"Raleigh, NC","",30+ days ago,"The main campus has approximately 40 anesthetizing sites including 24 main operating rooms, 6 procedure rooms, 3 OB suites, 6 procedure rooms and a variety of…"
Assistant Equal Opportunity Officer,https://www.indeed.com/rc/clk?jk=a316b2204fdca699&fccid=662e23242ca7a7c3&vjs=3,North Carolina State University,"Raleigh, NC","",3 days ago,"Anticipated Hiring Range Commensurate with experience. / Work Schedule Monday-Friday, 8:00 a.m. - 5:00 p.m. (position may require work and participation in…"
Talent Acquisition Coordinator,https://www.indeed.com/rc/clk?jk=a17faebe73e0ccc1&fccid=c240226b908f2b7f&vjs=3,City of Raleigh,"Raleigh, NC 27601 
(Central area)","$47,440 - $76,700 a year",4 days ago,Create job postings for full-time and permanent part-time positions. / We're currently seeking an organized and outgoing person to join our amazing team as a full…
Assistant Human Resources Director - Employee Experience,https://www.indeed.com/rc/clk?jk=83049ae4b4ad8c8c&fccid=d4911fccc4b24c27&vjs=3,City of Durham,"Durham, NC 27701 
(Downtown area)","$95,049 - $152,065 a year",3 days ago,"Spends individual time with each direct report, providing guidance, coaching, and mentoring. / The Human Resources (HR) Department provides the City with…"
Emergency Management Analyst,https://www.indeed.com/rc/clk?jk=94eac8d4229ea320&fccid=c240226b908f2b7f&vjs=3,City of Raleigh,"Raleigh, NC 27601 
(Central area)","$44,860 - $82,992 a year",2 days ago,"Two (2) years of experience conducting tabletop, functional, and full-scale exercises. / The City of Raleigh is seeking a qualified Emergency Management Analyst…"
Outreach Director-Full Time-Durham Family YMCA,https://www.indeed.com/rc/clk?jk=58eb06b274038a2f&fccid=cfb492b83233282a&vjs=3,YMCA triangle,"Durham, NC 27701 
(Central Park area)","",8 days ago,"While performing the duties of this job, the employee is regularly required to use a computer for extended periods of time and be able to communicate using a…"
Senior Park Operations Worker,https://www.indeed.com/rc/clk?jk=568268ad8f25c93b&fccid=b725db49400a9fe0&vjs=3,"Town of Apex, NC","Apex, NC 27502","$48,427 - $59,323 a year",16 days ago,"Some weekend and overtime work as needed. / Work involves maintaining and repairing facilities requiring skills in masonry, carpentry, plumbing, asphalt and…"
OPERATIONS OFFICER,https://www.indeed.com/rc/clk?jk=16a2b8f5694d7885&fccid=a8c3e2c2241a0216&vjs=3,Durham County,"Durham, NC 27701","$90,186 - $120,000 a year",18 days ago,"The work may include interpreting fiscal rules and regulations to ensure compliance with policies, laws, and regulations, coding of time/reimbursement requests…"
Compliance Specialist,https://www.indeed.com/rc/clk?jk=76110bd1a84be138&fccid=b725db49400a9fe0&vjs=3,"Town of Apex, NC","Apex, NC 27502","$68,358 - $83,739 a year",4 days ago,"The Compliance Specialist aids and facilitates investigations within the Office of Professional Standards. / Duties also include responding to citizen complaints,…"
"Associate Scientist I, Preclinical AAV Production",https://www.indeed.com/rc/clk?jk=9855d90126cd2440&fccid=2d244c8e77f72f41&vjs=3,BridgeBio,"Raleigh, NC","$70,000 - $85,000 a year",30+ days ago,Potential ability to work on multiple BridgeBio Pharma programs across multiple therapeutic areas over time. / The candidate will contribute to the production of…
Special Programs Administrator,https://www.indeed.com/rc/clk?jk=0f8a965335d4ca69&fccid=cfacce2a1dd26b71&vjs=3,North Carolina Dept of Health and Human Services,"Wake County, NC","$119,655 - $239,311 a year",9 days ago,"The Dental Supervisor in this position will oversee the development, implementation and management of all grant awards, activities and staff for the Section."
title,url,company,location,salary,posted,snippets
Customer Success Manager,https://www.indeed.com/company/PlayMetrics/jobs/Customer-Success-Manager-51bfe158d8a6b0ae?fccid=446505265dc283aa&vjs=3,PlayMetrics,"Hybrid remote in Morrisville, NC","",8 days ago, The Customer Success Manager is responsible for enabling customers to implement and use the PlayMetrics software platform.
Communications Administrator,https://www.indeed.com/rc/clk?jk=4e4df408f0abe45e&fccid=c240226b908f2b7f&vjs=3,City of Raleigh,"Raleigh, NC 27601 
(Central area)","$61,537 - $113,844 a year",2 days ago,"The Communications Department is a dynamic and creative team that serves as a full-service PR, marketing and communications agency within the government…"
